text,label
구하기 쉽지 않은 물건인데 데일리샷으로 구했습니다. 잘 마실게요. ,0
광주 지역에도 생기면 좋겠어요.,0
아드벡 10에 비해 조금 더 부드러운 매력이 있어요,0
"버번 특유의 단맛이 과하지 않아서 좋아요
개인적으로 불렛 버번보단 버팔로에 한표요",0
감사합니다 ~^^ 히레사케,0
12년이라구 무시하지마라 괜시리 친커핀버진오크아닙니다 완전 맛납니다,0
편하게 마실 술이네요,0
배송도 빠르고 친절하셔서 좋았어요,1
잔이 너무 이뻐서 와이프한테 안혼났어요!!,0
"가성비로 먹기엔 좋다
기대를 너무하면 실망도 너무클것",0
"적당한가격에 데려올수있어서 만족합니다.
픽업시에 친절하게해주셔서 좋았어요.
데일리 위스키로도 칵테일제조로도 좋은 맛입니다 ",1
집에가져오자마자 한잔했는데 역시 3대장답네요. 맛있습니다. 올해 친구들 생일선물은 버팔로 트레이스로 주려구요.,0
"언더락으로 마시려는 시도는 fail
쿠앵트로, 그랑마르니에 계열이라고 보면 됩니다
칵테일 타먹는 게 아니면 매우 까다로운 술임에는 틀림없음",0
쉐리의 향이 이런것이 아닐까 하는 느낌을 받았습니다. 쉐리의 맛은 좀 더 고숙성을 마셔보고 싶습니다,0
굿입니다!!!,0
평이 좋아서 구매했지만 정말 알콜향 너무 쎄네요. 에어링 해도 몇일 지나도 너무 쎄구요. 맛없어요. 가성비 좋다고 하시는데 차라리 트레이더스가서 블랙라벨37000원주고 사먹는게 훨 낫습니다. 정말 알콜향 너무 쎄고 너무 가볍고 맛없어요.,0
"생에 첫 위스키 만족 산뜻한 맛 
",0
가성비 굳굳,0
아구아 대용으로 만족,0
가격대비 좋은 위스키 입니다.,0
노원 호텔마드리드에서 픽업했는데 항상 사장님도 친절하시고 직원들도 엄청 친절하시네요 감사합니다,1
배송도 빠르고 픽업도 간단해서 좋아요 :),1
너무 좋아요,0
아직 마셔보지는 않았지만 가성비 좋다고 하니 기대가 됩니다. ,0
"맛있네요ㅎ
픽업 장소도 창원에 거창축산이란곳에서 했는데
완전 친절하고 좋았습니다^^",1
"포장 고급스럽고 잔 도쿠리도 최고입니다.
선물용으로 최고!
술도 너무 맛있어요
",0
"마실 일이 있을지 모르겠지만..
일단 병은 멋있다!",0
"가성비, 데일리 술로 이만한게 또 있을까 싶습니다.",0
역시 글렌리벳 제가 가장 애정하는 위스키입니다,0
"더 살걸
",0
"가격, 구성, 맛 모두 만족입니다. 처음이용한건데 편리 하네요. 다른 구성으로도 많이 있었음 좋겠어요~재구매 의사 매우 큽니다~~~",0
"배송빠르고요 좋았는데 다만 병에 붙어있는 라벨스티커에 흠집있어서...살짝 거슬리기도....ㅠㅠ
",1
빠른 배송&픽업 감사합니다,1
"달콤한 바닐라, 견과류 느낌이 강해요",0
"생각보다 괜찮아요^^
",0
맛도 잔  구성품 짱입니다,0
허브향나고 참 맛있어요~~,0
"데일리샷🏅최고. 감사 합니다..

",0
편리하고 좋습니다!! 픽업 매장이 더 많아지면 좋겠네요,1
"원래 박스에 포장은 없나봐요?_x000D_
선물용으로 사면 절대 안될듯합니다._x000D_
_x000D_
혼자 먹을꺼라면 상관없지만... 진품이 아닌느낌..._x000D_
맛은 모르겠지만요...",0
잔은 이쁘나 마감이 좋진않네요(고퀄을 바란건 아니고 끝부분 라인이 뭉개져있었어요). 맥주는 2병은 괜찮았고 2개는 심심했어요. 봉투나 기타 구성품은 없었는데 박스가 애매해서 그냥 박스째로 들고 왔어요ㅎ,0
배송 빠르고 잘 마실게요. ,1
"처음엔 견과류향이 나다가 다음엔 새콤하고 달달한 향이 나요
맛은 약간 달달하고 부드럽게 넘어가는데 혀 끝에 살짝 매운 맛이 남고 뒷맛이 좀 써요
아직 해보진 않았지만 스카치콕으로 하면 정말 맛있을거같네요
",0
좋아요 !,0
"멋진 보드카를 저렴한 가격에 사게되어 만족스럽습니다. 
픽업은 처음인데 친절하셔서 좋았습니다. 
",1
포장 깔끔해서 좋아요 잘마시겠습니다,0
"이거 참으셨나요..? 노노 이건 못 참습니다. 젓는 것의 사슴이 설거지를 못견디고 살짝 사라졌습니다아.. 관상용이라도 괜찮아~ 피딕은 못 따고 다른애로 일단 한잔 타봤습니다. 직배송 한것 중에 처음 쇼핑백까지 오긴 했는데, 역시 선물용으로 하기엔 좀 상했네요. 구성이 참 찰떡이라 넘어갑니다. 수원 광교 '당신의 술' 항상 감사합니다. ",1
맛 괜찮네요 ㅎㅅㅎ 두 병 구입했는데. 또 주문하려고요.,0
"첫인상 별로였는데, 두 병째 되니깐 맛에 적응이 되네요 ㅋㅋㅋ ",0
"가격도 칙하고 알코올향이 세지않아서 좋네요!
",0
주문후 픽업까지 너무 빠른 시간에 배송도 참 좋습니다 쉽게 구하기 힘든 술 잘 구매했습니다 자주 이용하겠습니다 감사합니다,1
"넘 맛난 위스키에요 
",0
기대보단 조금 아쉽네요 가격 생각하면 괜찬은 위스키에요,0
"❤
",0
좋은제품 정말 감사합니다,0
♡♡,0
"적절한 스파이시함, 건포도(쉐리)와 친거핀 오크통의 향이 기분좋게 느껴지며  동 나이대 싱글몰트보다 달고 섬세합니다.

12년 중에서 제일인 듯 하지만 튀는 부즈와 짧은 피니쉬에서 저 숙성의 한계를 극복하진 못했다는 것이 느껴집니다.

",0
첫 사용인되 편한게 받았습니다.,0
"뭔가 느껴지는 듯한 꽃향기
뭔가 느껴질 것 같은 프룻티
진짜 느껴질 것 같은 피트향

파티용이거나 소장용에 어울리는 맛입니다.",0
부드럽고 알콜향이 적은 보드카에요 생각보다 단맛이 납니다 옥수수라그런지요,0
위스키 공부한다 치고 이것저것 먹어 보는데 분석전에 맛있다 느끼게 된건 처음이네요. 별로 먹어본게 없는 탓도 있겠지만요. ,0
데킬라 디폴트 값 그 가격 그 맛 아닌감,0
"최고에요!
",0
"처음 이용했는데
배송도 빠르고 픽업 점주님도 친절했어요~",1
약간 차갑게해서 먹으니 풍미가 매우 좋았습니다. ,0
"주문 다음날 딱~!^^ 
친절하게 잘받았습니다. ",1
"모든게 좋았지만
코스터가 빈약한 느낌이라 쪼금 아쉽네요
",0
"피규워커, 피규어입니다. 
피규어에 가성비를 바라는 분들이 계신가요?
가성비는 조니블랙이나 더블블랙에서 찾으실수 있습니다.",0
"정말 부드러운 술입니다.
보드카의 역한 느낌 없고요, 알콜냄새도 적고 목넘김이 매우 부드럽습니다.
그럼에도 불구하고 보드카라는 느낌은 확실히 있어서 마실때 기분이 좋아요.",0
"쿠보타 센쥬는 뭐 의심의 여지가 없는 좋은 사케죠 부드럽고 향도 좋아요.. 제철 해산물과 마시면 굳굳! 쿠보타 만쥬가 더 맛있지만 가격 생각하면 데일리 사케라고 할만한 것 같아요 ㅌㅋㅋ

도쿠리랑 잔 퀄리티 너무 좋아요.. 집에서 사케 마실때 소주잔에 마시는게 아쉬웠는데 ㅠㅠ 필요했는데 딱 팔길래 바로 사버렸

제가 마실 거라 포장은 상관없었는데 포장이 예뻐서 선물용으로도 좋아보이네용 쿠보타 만쥬 패키지도 팔아주세요!!! 제발! 아님 그냥 단품이라도!",0
도수가 있음에도 불구하고 부드럽게 넘어가서 순한 느낌마저 드네요. 괜찮았습니다.,0
하루만에 받았어요 정로환 향이라는데 뭔지 알거 같아요 다음엔 아드벡 도전합니다,0
적당히 달고 새콤한 맛이 돌면서 부드러운 거품에 차게 해서 마시면 맛있어요  ... 가족모임이나 연인끼리 식사나 후식과 페어링하면 좋습니다.,0
괜히 PGA 공식 위스키가 아니네요,0
잘 받았습니다,0
대구도 술을 살수있다니.감사합니다,0
맛있어요 굿굿,0
예전에는 18이 저가격이었는데ㅜㅜ,0
감사합니당,0
첫입의  과일향   이후의 입안 가득 위스키 고유의 오크향과 피니쉬의 부드러움.. 가성비 깡패라는 별명이  딱 맞는 말이었어요,0
"엄청커요

",0
술 좋아하는 아빠가 사래서 샀어요,0
저렴하게 구매 잘 햇습니다 ㅎㅎ,0
"처음 마시는 핸드 크레프트 보드카.
샷으로 그냥 마셔도 너무 괜찮네요",0
배송이 빨라요 ,1
"가격대비 너무나 맛있는!
",0
향은 좋은편이나  맛은 가격에 딱 맞는 그맛  니트는 좋치도 나쁘지도 하이볼도 나쁘지 않은맛 ,0
21년 소띠 에디션 좋아요,0
저렴하게 잘 구매했습니다.,0
"술픽업 서비스를 처음 써봤는데 픽업지까지 배송도 빠르고 만족합니다.
다만 해당 제품같은 경우 스크류캡 부분이 금속? 재질로 되어있는 듯 한데, 녹이 슨 건지 어디에 부딪힌건지 변색이 심하고, 쇳가루가 상당히 묻어나오네요.",1
아직 몇잔 안마셔봤지만 가볍게 마시기 좋네요,0
컵이랑 머들러에 흠집이있엇어요. 200ml 글랜피딕도 가성비로는 별로인듯. 선물용으로는 좋을꺼같에요.,0
굴비용으로 구매. 언제가될 오픈일을 기다리며,0
버번캐스크..라이트한 레몬색이라 싱거울거라 생각했는데 역시나.. 풋사과맛 버터맛…어린 위스키 란게 티나네요.. 그래도 이가격이면 감사할 따름입니다.,0
저렴한 가격에 밸런스 좋은 엔트리급 위스키!!!,0
"한병 한병 정말 매력적이고 맛있었습니다.
잔도 정말 이뻐서 잘 쓰고 있어요.",0
빠른 픽업과 좋은 서비스👍,1
"훌륭한 가성비.. 이 정도의 가격에 이런 맛을 내다니..
한병 더~~~

칵테일용을 사서 맛을 본 건데 그냥 Neat로 마셔도 손색 없음",0
향이 좀 약한 편인데 따라두고 조금 기다리니 약하지만 꽃 향기도 나도 나쁘진 않음..,0
깔끔하고 맛있습니다,0
"누군가 글렌리벳에 의문을 품는다면 왜 ‘the’가 붙어 있은지 설명해줘라
",0
조니워커 레드랑 비슷한 맛인데 조금 더 깊고 끝맛이 더 오래갑니다!,0
이가격에 이정도 품질이면 너무 만족합니다,0
전 위스키보다 데낄라가 맛있네요ㅎㅎ 거기다 가격이 너무 착해서 득템! 항상 이 가격이었으면ㅎㅎㅎ,0
좋은가격에 맛있게 마시고잇어용,0
음 버번인건가요? 위린이 입장에서는 평소에 알던 알라키 의 쉐리 느낌보다는 버번느낌이 엄청 강해서 놀랐어요ㄷ,0
"패키지가 없고 병만 임페리얼 종이가방에 받았습니다.
병만 제공될경우 그렇다고 명시해주시면 좋겠네요",0
굿굿굿,0
특유의  강렬한  맛이 좋 습니다,0
아직 먹어보지는 않았는데 임페리얼 쇼핑백에서 일단 맛이 반정도 떨어질듯,0
토닉워터와 얼음만 있으면 바로 향긋한 하이볼,0
맛있게잘먹었어요,0
가성비 좋습니다.,0
아쉬움은 있지만 가성비 좋습니다! ,0
가성비 최강이라 생각합니다,0
쏘쏘,0
배송빠르고 아주좋아요,1
"쉐리캐스크 리저브 답게 초반 쉐리맛이 확 올라옵니다.
나름 개성있는거 같으면서도 부드럽고 좋네요~",0
배송 하루만에왔어요 엄청빠름,1
"하이볼용으로 3졍 주문합니다~ 아빠는 온더락도 맛있으시데요^^ 집 가까운데 픽업하는데가 았어서 너어무 좋습니다^^
",1
진짜 가격대비 가성비는 최고지만 막 엄청 맛있다고 할 수는 없습니다.... 피니시도 정말 짧고 느껴지는 맛이 엄청 풍부하지도 않고 가볍게 느껴집니다. 하지만 가격을 생각하면 이 모든게 용서가 되네요 ㅎㅎ 한번쯤은 다들 드셔보길 추천드립니다!!!,0
good,0
"이 가격에 이런 퀄리티라니

데일리로 딱좋군요",0
Islay 특유의 피트 스모키 좋네요,0
특별한 경험을 원하시면 원픽!,0
배송은 빠름. 구리빛에 쉐리 맛이 좋을듯~피트도 기대함~,1
픽업시 눈치도 안주시고 좋네요~~,1
"구하기 힘들었는데 잘 샀네요.ㅎ
픽업장소에서도 친절하게 잘 대해주셨습니다.",1
가볍게 마시기 좋음,0
"가성비 괜찮음. 가벼워서 접근성이 좋을듯. 
고도수를 좋아하는 제겐 후순위로 밀리지만.",0
가볍고 깨끗한 맛. 데일리로 1주일만에 2병 다 마시고 추가 2병 구입. ,0
딱 가격정도의 품질과 맛. ,0
갠적으로 만쥬와 큰 차이는 못느꼈습니다. 센쥬보단 확실히 좋고요. 가격이 착해서 계속 사먹을것 같습니다.,0
4.5 없어서 네개로 ㄱ ㄱㄱㄱㄱㄱㄱㄱ 아드벡 사려다 얘로 왔는데 드로냑 물었는데 아드벡으러 산화해서 나타나는 느낌이예요 ㅋㅋㅋ,0
"역쉬 구보타 에요.
2병 득템",0
집 가까운곳에서 받을수 있고 가격도 저렴해서 좋네요,0
"비주얼: 깔끔하게 생김
향: 달달한 과일향, 바닐라향(에어링 시킨상태)
맛: 바닐라, 초콜릿, 끝에 톡 쏘는 스파이시함이 느껴짐
위린이지만 이 가격에서 니트로 마실 수 있는 블렌디드 위스키가 별로 안된다고 생각함. 고로 재구매 의사 무조건 있음. 참고로 하이볼 해먹기 아주 무난한 술.",0
세일끝나고 물량 들어오면 무조건 구매의사 있습니다.,0
사장님 너무 친절하게 잘 대응해주셔서 감사합니다,1
마쉿게 먹고있어요 할인하면 또 사묵어야징,0
배송 너무 빠르고 좋아요!! 트렌디한 느낌의 위스키!!,1
"셰리와 피트의 절묘한 조합이에요
설립된지 얼마 안된 증류소 이지만 기대가 됩니다",0
"박스상태도 좋고 종이 백에 잘 넣어주셔서 좋습니다.
픽업매장도 친절하게 주셨어요.진한 갈색의 싱글몰트 기대됩니다",1
데일리샷에서 처음 산 위스키입니다. 아일라 위스키에다가 쉐리 피니쉬 거기다가 아일라 지역에서 가장 최근에 생긴 증류소라는 설명에 끌려 구매합니다. 킬호만의 다른 위스키들도 특가 행사하면 구매할 예정이니 꼭 나중에도 특가행사 부탁드려요!!,0
맛만 보고 평가하면 조금 아쉬움...,0
보관도 잘해주고 감사해요,0
향이 진하지않고 그럭저럭입니다,0
"괜찮네요!
상당히 부드럽고,
평소 좋아하던 버팔로 트레이스에 좀 더 순한맛같아요",0
"사장님께서 언제나 친철하고 꼼꼼하게 응대해 주셔서 항상 편안하게 픽업합니다~^^
상품도 문제없이 잘 수령했습니다!
계속 좋은 상품 좋은 가격으로 부탁드립니다^^
",1
조선의 위스키 입니다,0
"잘 받았습니다 
제가 피트 계열 위스키를 좋아하다보니,아직 위스키를 까 놓은게 있어 한동안은 진열장 신세지만 킬호만 제가 좋아하는 스타일의 위스키는 확실합니다",0
잘 받았어요. 가성비 정말 좋은 위스키입니다.,0
"피트와 쉐리가 한 번에 터져나오니 정신을 못차리게 재밌고 맛도 있네요.
하지만 둘 다 엄청 밸런스가 잘 맞는다는 느낌은 아니고 약간은 애매한, 서로 투닥거리는 느낌이라 재밌네요.",0
두 병 더 구입 ㅎㅅㅎ 어제 찾아옴. 참 괜찮은 위스키~~~~♡♡,0
맛있습니다!!  역시 입문용 버번으로 딱,0
서던컴포트의 원래 역할이나 가성비를 생각했을때 딱 소문정도 값어치 합니다! 온더락이나 스트로는 못먹을수준..,0
잔 너무 예쁘고 유용해요ㅎㅎ 매일 아이스커피 마시는데 씁니닷,0
잘 마셨습니다! 적당한 아로마가 무난무난해요,0
쌀 증류주지만 누룩향이 전혀 없고 오크향이 그윽한 부드러운 전통 위스키의 풍미를 보여주는 신기한 한국 위스키로서 일본 위스키 보다 뛰어난 맛을 느낄 수 있습니다.,0
비싼 일본 위스키 보다 맛있는 자랑스러운 한국 쌀 위스키입니다.,0
하루만에 왔네요~^^,0
병이 이쁘고 진토닉 해먹었을때 깔끔하니 맛있어요!,0
"아드벡 우가다일보다 피트향은 살짝 부드럽지만 짭짤한 소금맛은 더 강해요.
전체적으로는 부드럽고 목넘김도 깔끔해서 좋습니다.
향도 너무좋아요",0
진이 입맛에 맞아 고든스 봄베이 국내생산 정원진까지 맛보았지만 제 입맛에는 마틴밀러가 제일인것 같네요 부드러운 목넘김에 시트러스 그리고 주니퍼베리 특유의 향까지 최고입니다 진토닉도 끝내주는 맛이지만 니트로 마셔도 질리지 않아 데일리로 딱이네요 궁금하신분들 지금 ㄴㄷㅁ보다 저렴한 가격에 구매해 보세요,0
생각보다 빨리 왔네요,0
깔끔하고 좋았습니다,0
"적당한 부드러움과 목넘김이 좋습니다.
가격대비 좋은 것 같습니다",0
"맛나고 고급진~ 진
저렴하게 잘 구매했습니다 ~
역시 실망 시키지 않습니다.
깔끔한 진 맛나게 잘 마셨습니다 ㅎ",0
"병 디자인이 아주 깔끔하고 청정한 느낌인데, 병을 딴 순간 특유의 향이 상큼했습니다. 맛도 상큼 깔끔이네요. 술을 잘 알지는 못하는데 좋은 술 소개받은 것 같습니다.",0
"병뚜껑이 안잠궈져서 알콜이 그대로 다 날라갔네요._x000D_
그냥 병뚜껑이 빙빙 공회전 합니다. 따자 마자 위스키 한병 다 드세요. 그럼 손해아님. 환불 시켜주세요.",0
"배송 빠르고 잔도 예쁘고 좋아요.
맛은 아직 못봤네요 ㅋ",1
사실 저는 향 구분을 잘 못합니다. 아무리 마시고 마셔 봐도 잘 모르겠더라고요. 그런데 상품 페이지의 아로마와 테이스트 등을 보면서 니트로 마셔 봤습니다. 살짝 머금으니 레몬향이 물씬 느껴지고 은은하게 소나무향도 느껴지네요. 진은 두번째 마셔보는데 진의 매력에 빠지겠어요! 진을 이용한 각종 칵테일도 도전해 봐야 겠어요.,0
피트피트한 위스키는 처음 마셔보는데 제 입맛엔 맛있네요! 스모키한게 좋습니다. 달달한 맛도 함께 어우러져 좋습니다.,0
맛좋아요 ~,0
"마틴밀러 사실 병이 이뻐서 샀습니다! 전용잔이 있으면 더 좋겠다고 생각했지만 일딘 가격 좋고 뱡도 이쁘니 들여놓고 나서 생각하자는 맘으로 바로 질렀습니다. 받아두니 비주얼만으로도 대만족이구요, 맛은 뭐 차차 보면 될 것 같습니다. 부드러운 진의 초고봉이라는데 뭐 걱정할 것 있나요. 그냥 놔뒀다가 어느날 뚜따해서 맛 보면 되는거죠 ㅎㅎㅎ 너므 만족입니다~!!",0
바이엔슈테판 비투스를 워낙 좋아했는데 이번에 행사가 따서 구매했습니다. 픽업하는 직원분도 너무 친절하시고 잘 받았습니다^^,1
시중에서 접하기 쉽지않은 가성비 좋은위스키,0
가격이 싼만큼 향이 좋진않으나 만족합니다.,0
향도 좋고 부드러워서 좋네요,0
평소에 고든스 진을 좋아해서 자주먹다가 그 윗단계로는 아직 많이 접해보지 못했는데 이번에 마틴 밀러 진이 특가로 잘나와서 구매해보았습니다!! 요즘 점점 더워져서 진토닉이 땡기는날이 많네여!!ㅎㅎ,0
"니트로 마시기 정말 좋은 진입니다. 고든스랑 유사한 방향성인데, 알콜향이 강하지않고 맛이 깔끔해서 좋습니다. 날이 더워지면 깔끔한 맛의 진토닉으로도 좋습니다.",0
"기존 마트등에서 쉽게 구하지 못하는 술종류가 많아서 좋습니다
가격도 좋고 배송도 빠르고 애주가로써 만족합니다😊",1
가격에 만족합니다 😊,0
"저렴한 가격에 전용잔까지 받아서 득템한 기분이네요!
좋은 기회라 무조건 픽업했는데 2개 할걸 그랬나봅니다.",1
굿 좋아요,0
맛있습니다. 묵직한맛은 아니지만 대중적인 맛이네요.,0
맛나게 먹겠습니다,0
빠른 배송에 너무 감사드립니다 너무 기대 되는 쓰립니다 마시고 나서 1번 더 보기 올리도록 하겠습니다,1
"일단 보틀 디자인이 고급스럽고 엣지있습니다.
영국에서 증류하고 아이슬란드 청정수를 섞어 만든다고 하는데 보틀 디자인 색상에서도 깨끗한 이미지가 느껴지네요.
봄베이나 핸드릭스처럼 특별히 튀는 개성이 있는건 아니고 깔끔하고 부드러운게 특징인거 같습니다.
마트에서 매번 보이는 흔한 진이 아니라 좋네요 ^^",0
"편리하고 좋았음
",0
스마트오더 처음 쓰는데 넘 편하고 좋네요,0
마티니해먹기 딱좋은 진 탱커레이를 좋아하는사람이라면 싫어할수가 없는 맛,0
어제 오후에 주문했는데 오늘 바로 픽업했어요! 빠르게 받아볼 수 있어서 좋았습니다! 진은 봄베이 사파이어와 탱커레이 넘버텐만 마셨었는데 더 좋은 술을 특가로 저렴하고 간편하게 구매할 수 있어서 너무 좋습니다ㅎㅎ,1
가성비는 좋지만 맛은 내취향이 아니었음요,0
ㅇㅇㅇ,0
"훌륭합니다!
다만 2병 중 1병은 선물용으로 구매했는데 포장용 종이백이 없어서 종이박스 손상으로 선물 못했습니다..뭐 픽업점포에서 잘못했는지도 모르겠지만 좀 아쉽습니다..앞으로 개선될 수 있을까요?",1
"부드럽고 약간의 피트향이 기분나쁘지않게 퍼진다.
나에게는 음식과 페어링을 잘 해야할듯한 느낌.
데일리로는 약간의 부담이 있지만 괜찮았다.",0
"배송도 빠르고,특가라 가겨도 만족, 픽업매장도 친절했습니다.",1
씨에라 좋아요!!,0
"패키지가 너무 예쁘네요 
아직 오픈전이지만 기대됩니다",0
나이트캡으로 정말 좋네요,0
각각 다 맛볼수있어서 좋았어요..두팩시켜서 전용잔으로 잘마셨네요.. 밀맥이라 도수는 좀 높지만 맛은 좋습니다^^,0
머 넘 유명해서 싸게 잘샀습니다,0
맛있습니다! 살짝 부드러우면서도 날카로운 맛!,0
가족이 전부 정말 맛있게 먹었습니다 상큼하고 개운한게 깔끔하네요!,0
"마시고싶던 사케인데 집 주변에서 편하게 픽업받을 수 있어서 좋아요!
가게에서도 친절하게 전달해주셨습니다~",1
"타 사이트보다 싸게 구매했습니다! 잘마실게요
픽업 가게에서도 친절하게 전달해주셨습니다ㅎ",1
싸게 잘 구매했습니다!!,0
오크향 진하고 맛도 좋네요~ 보통은 스트레이트를 선호하지만 이건 언더락하니까 더 맛있는 것 같아요! 픽업도 편했습니다~,1
보통 일식집사케보다도 별로인거 같은데..,0
"차거나 뎁혀서 마셔야하나요??
너무 밍밍하고 무맛.. 
역시 저가는 맛이 없네요 ㅠㅠ
",0
가격대비는 최상,0
에어링 되는 순간 극--락,0
"포장 박스 안에 정갈하게 잘 들어 있어서 픽업할 때 기분이 굉장히 좋았습니다.
주문란에 있던 방법 대로 하이볼로 만들어 마시니 딱 좋네요. 뚜껑 열었을 때 향도 좋고, 목 넘김이 좋아서 부담 없이 마실 수 있었습니다.",1
진 토닉 해서 먹었는데 무난하게 좋네요 병도 이뻐서 진열해두기도 좋고요,0
"평소 진토닉 즐겨마시는데 특가할인하길래 주문해봤습니다.
다른 진들보다 확실히 맛있네요!",0
연어랑 페어링했는데 꽤 잘어울립니다. 아벨라워 아부나흐가 아주 기대되는 시음이었습니다.,0
가성비는 좋아요 아무래도 향이 풍부하진 않은 느낌,0
가성비 좋음 부드러운편,0
진짜 맛있네요,0
"피트와 쉐리의 향이 조화롭게 입안에서 퍼지며 크리미한 질감이 무겁지 않습니다.
어떻게 생각하면 보모어18과 아드벡 우거다일의 중간정도에 형성된 맛과 향입니다.",0
"휴일저녁을 간단한 식사와 김렛(gimlet)을 한잔 곁들여 봅니다.
마틴밀러는 튀지않고 칵테일에 잘 어우러지네요..
무난합니다^^",0
두번째 마셔보는 위스키인데 첫 위스키가 버번이라 그런지 많이 가볍다는 느낌이 드네요..,0
" 맛은 부드럽고 목넘김이 좋습니다. 네가지중 
크리스탈이 제일 맛있어썽요",0
"조선의 위스키 
",0
일단 오늘 저녁에 친구녀석과 한병 다 비워보겠습니다. ^^,0
버번은 처음이엇는데 나쁘지않앗던 엄청 무난한 술인거같습니다.,0
배송  빠르고  맛은 10년 기준 !!,1
메막과비교하면 확실히 특징이잇네요 아쉬운건 자꾸 가격이올라가는게 아쉽네요 ㅎㅎ,0
앵콜 주문으로 한 번 더 받았어요. 저번이랑 같은 색 잔을 받아서 잠시 시무룩했지만 그래도 예쁘고 맥주는 잘 아는 맛있는 맛! 꺼비슈퍼 친절해요☆,1
최고입니다 향부터 맛까지 역시는 역시네요,0
"깔끔하네요, 좋습니다 ",0
맛있음ㅎㅎ,0
고소한 밤맛 !,0
가성비 위스키의 원탑!,0
"부산인데 오늘 연락받고 픽업했습니다. 

따라보니 깔끔한 정통 런던스타일 진 같은데 니트로 마셔도 좋군요.",1
하이볼뿐아니라 온더락으로도 충분히 좋습니다!,0
가장좋아하는맥주입니다,0
다른거랑 같이 샀네요  깔끔한게 진토닉 먹을때 더 극대화 됩니다    자주 이용할께요,0
"좋네요!
",0
"즐겨보는 유툽의 주류학개론 채널에서 싱글몰트위스키
글렌고인을 보고 너무 궁금해서 주문을했는데
이런 주문방식이 있는줄 몰랐는데 괜찮네요
담에 또 이용하겠습니당 12년산부터 시작해봅니다",0
많은 종류를 못마셔본 입장에서는 아무거나 마셔보자였는데 아무거나 마셔보니 왜 이게 인기있는지 알게되었네요. 향이 너무 좋아요ㅜ,0
박람회에서 마셔보고 언젠가 구해야겠다 싶었는데 기회가 와서 바로 집었네요. 워낙 상큼하고 맛있었던 술이라 기대가 됩니다.,0
가격이 저렴해서 구매해봤는데 데킬라 참 묘한 매력이 있네요~ 라임이랑 먹으니까 맛있어요,0
세일 많이 하길래 사봤는데 일단 전 그냥 그렇네요.. 맛이 없는건 아닌데 좀 밋밋하달까,0
"독특한 장미향이 도드라집니다.
진토닉, 김렛으로 만들어도 그 향이 잘 느껴집니다.
진 베이스 칵테일을 마시다가 가끔 변주을 주고 싶을 때 딱 좋습니다.

진돌이 추천 진.",0
이가격에 이정도 맛이면 굿입니다,0
위스키의 향이 정말 좋습니다,0
"지인들과 맛만보고 홀짝홀짝 마시려고 산건데
정신을 차려보니 빈병이였습니다
왜이렇게 부드럽고 맛있나요 ㅎㅎㅎㅎ",0
"저렴한 가격에 잘 구매했어요 ! : )
",0
"맛이 깔끔하고, 시원합니다~~토닉에 먹으면최고!한병 따서 금방 먹었네요ㅋㅋㅋ",0
"이 번에 처음 마셔봤는데, 개인적으로 메막이 좀더 입맛에 맞네요",0
"대중적인 데낄라 맛에 최저가..최고의 가성비~ 
부족함이 없는 최고의 선택~!!",0
처음 픽업해봤는데 편하고 빠르네요,1
소주랑타먹었을때 무난하고 맛있어요. 알콜향 거의안나서 좋네요,0
쫀맛,0
아침에 주문했는데 오후에도착해서 바로픽업했습니다. 저녁에운동같다와서 시원하게진토닉한잔 해야겠습니다. 빠른배송감사합니다  ,1
"데킬라 칵테일에도 괜찮네요.
할인 끝나기 전에 얼른 2병 더 사야겠습네다.",0
만족합니다 배송이 빠릅니다 ,1
색이 흐린게 김 빠진 쏘맥 느낌이네요. 심지어 맛도 소주 느낌이 있어요. 무라카미 하루키가 좋아했다하니 그 작가분 분명 소주도 좋아하실 듯 하네요.,0
이 가격에 이정도면 괜찮네요. 단지 아주 약간은 인공적인 향이나 빛깔이 가미된 느낌이 있어요. 그래도 같은 가격대 다른 양주랑 비교해서 먹어보니까 이게 제일 나은 거 같아요. ,0
아주 맘에 듭니다,0
잘 받았습니다. 맛있게  먹겠습니다.,0
한병 더 지를걸....,0
새가 제 취향인듯,0
"소주의 새로운 세계.......
돈많이 벌게요 ㅜㅜ",0
잘받았습니당!,0
마틴밀러 특유의 쨍한맛이 좋아서 하이볼해먹으려 샀어요 전용잔이랑 먹으면 더 맛있을거 같네요ㅎㅎ,0
아아아ㅏㅇ아 다시 입고좀요 제바아아랄,0
"위스키 초보라그런지.. 아님 에어링을 좀더 해야하는지.. 
눈이 시릴정도의 알콜향때문에 니트로는 조금 힘드네요 ㅎ
라이트한 느낌은 있지만 데일리로 잘 마시고있습니다~",0
"그냥 먹기엔 무난합니다
믹싱해서 먹기 좋습니다",0
마시썽,0
나의 첫 쥔~~ 상큼하다는 말을 오픈하면서 바로 알 수 있었어요ㅋ,0
"3.5에 행사할때 맛있게 먹었는데 이 가격이면 나쁘지 않네요.
날씨가 점점 더워지는데 여름에 먹으면 더욱 좋을 청량함입니다.
진토닉으로 먹으면 더 맛있고 개인적으로 텡텐보다 만족합니다.",0
너무 예쁨 ㅎㅎㅎ,0
지난번에 이어 친절하게 잘 받았습니다. 감사드립니다. 사장님,1
